T00007	eco	Escherichia coli K-12 MG1655
T08301	dden	Dechloromonas denitrificans
T07598	qau	Quatrionicoccus australiensis
T07599	fle	Ferribacterium limneticum
T00441	azo	Azoarcus olearius BH72
T04423	aoa	Azoarcus olearius DQS4
T02502	aza	Azoarcus sp. KH32C
T04019	azi	Azoarcus sp. CIB
T05456	acom	Azoarcus communis
T05691	azd	Azoarcus sp. DN11
T06048	azr	Azoarcus sp. DD4
T00804	tmz	Thauera sp. MZ1T
T04211	thu	Thauera humireducens
T04612	tcl	Thauera chlorobenzoica
T05106	thk	Thauera sp. K11
T05381	tak	Thauera aromatica
T06549	azq	Nitrogeniibacter mangrovi
T05440	zpa	Zoogloeaceae bacteirum Par-f-2
T07031	fpho	Fluviibacter phosphoraccumulans
T06614	fmy	Ferrovum myxofaciens
T00966	app	Candidatus Accumulibacter regalis
T01563	tpn	Candidatus Tremblaya princeps PCIT
T01858	tpq	Candidatus Tremblaya princeps PCVAL
T02908	tpj	Candidatus Tremblaya phenacola
T02413	kci	Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)
T02464	kct	Candidatus Kinetoplastibacterium crithidii TCC036E
T02427	kbl	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)
T02463	kbt	Candidatus Kinetoplastibacterium blastocrithidii TCC012E
T02465	kde	Candidatus Kinetoplastibacterium desouzaii
T02466	kga	Candidatus Kinetoplastibacterium galatii
T02471	kon	Candidatus Kinetoplastibacterium oncopeltii
T05428	kso	Candidatus Kinetoplastibacterium sorsogonicusi
T02777	ssdc	Candidatus Profftella armatura
T02782	ndl	Candidatus Nasuia deltocephalinicola
T05569	vfg	Candidatus Vidania fulgoroideae
T07109	ddz	Candidatus Desulfobacillus denitrificans
T02483	bprc	Beta proteobacterium CB
T04342	beb	Betaproteobacteria bacterium UKL13-2
T04726	beba	Betaproteobacteria bacterium GR16-43
T00008	hpy	Helicobacter pylori 26695
T02282	heo	Helicobacter pylori 26695
T00020	hpj	Helicobacter pylori J99
T00365	hpa	Helicobacter pylori HPAG1
T00742	hps	Helicobacter pylori Shi470
T02037	hhp	Helicobacter pylori Shi112
T02038	hhq	Helicobacter pylori Shi169
T02039	hhr	Helicobacter pylori Shi417
T00777	hpg	Helicobacter pylori G27
T00786	hpp	Helicobacter pylori P12
T00950	hpb	Helicobacter pylori B38
T01262	hpl	Helicobacter pylori B8
T01322	hpc	Helicobacter pylori PeCan4
T02036	hca	Helicobacter pylori PeCan18
T01323	hpm	Helicobacter pylori SJM180
T01798	hpe	Helicobacter pylori ELS37
T01892	hpo	Helicobacter pylori 35A
T01893	hpi	Helicobacter pylori 908
T01913	hpq	Helicobacter pylori 2017
T01914	hpw	Helicobacter pylori 2018
T01894	hpu	Helicobacter pylori Cuz20
T01910	hef	Helicobacter pylori F16
T01895	hpf	Helicobacter pylori F30
T01911	heq	Helicobacter pylori F32
T01912	hex	Helicobacter pylori F57
T01897	hpt	Helicobacter pylori Sat464
T01898	hpz	Helicobacter pylori 52
T01899	hpv	Helicobacter pylori v225d
T01915	hpx	Helicobacter pylori 83
T01916	hen	Helicobacter pylori SNT49
T01896	hph	Helicobacter pylori Lithuania75
T01917	heg	Helicobacter pylori Gambia94/24
T01918	hpn	Helicobacter pylori India7
T01919	hep	Helicobacter pylori Puno120
T01920	heu	Helicobacter pylori Puno135
T01921	hes	Helicobacter pylori SouthAfrica7
T02807	hpys	Helicobacter pylori SouthAfrica20
T02035	hcn	Helicobacter pylori HUP-B14
T02082	hpd	Helicobacter pylori 51
T02130	hey	Helicobacter pylori XZ274
T02317	her	Helicobacter pylori Rif1
T02318	hei	Helicobacter pylori Rif2
T02352	hpya	Helicobacter pylori Aklavik117
T02353	hpyk	Helicobacter pylori Aklavik86
T02510	hpyo	Helicobacter pylori OK113
T02542	hpyl	Helicobacter pylori OK310
T03182	hpyb	Helicobacter pylori oki102
T03723	hpyc	Helicobacter pylori oki112
T03724	hpyd	Helicobacter pylori oki128
T03725	hpye	Helicobacter pylori oki154
T03726	hpyf	Helicobacter pylori oki422
T03727	hpyg	Helicobacter pylori oki673
T03728	hpyh	Helicobacter pylori oki828
T03729	hpyj	Helicobacter pylori oki898
T02658	hpyr	Helicobacter pylori UM032
T02659	hpyi	Helicobacter pylori UM037
T02660	hpyu	Helicobacter pylori UM066
T02661	hpym	Helicobacter pylori UM299
T02757	hem	Helicobacter pylori UM298
T02939	heb	Helicobacter pylori BM012A
T02940	hez	Helicobacter pylori BM012S
T00133	hhe	Helicobacter hepaticus
T00371	hac	Helicobacter acinonychis
T01191	hms	Helicobacter mustelae
T01375	hfe	Helicobacter felis
T01540	hbi	Helicobacter bizzozeronii
T02032	hce	Helicobacter cetorum MIT 00-7128
T02033	hcm	Helicobacter cetorum MIT 99-5656
T02034	hcp	Helicobacter cinaedi PAGU611
T02494	hcb	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847
T02626	hhm	Helicobacter heilmannii
T04174	hty	Helicobacter typhlonius
T04788	hbl	Helicobacter bilis
T05516	had	Helicobacter apodemus
T05984	het	Helicobacter enhydrae
T06600	hcl	Helicobacter cholecystus
T07030	hwi	Helicobacter winghamensis
T07888	hsh	Helicobacter suis
T00146	wsu	Wolinella succinogenes
T00298	tdn	Sulfurimonas denitrificans
T01316	sua	Sulfurimonas autotrophica
T06240	suln	Sulfurimonas xiamenensis
T06298	sulg	Sulfurimonas lithotrophica
T06373	sulc	Sulfurimonas sp. CVO
T06862	spal	Sulfurimonas paralvinellae
T07337	ssei	Sulfurimonas sediminis
T07552	sbal	Candidatus Sulfurimonas baltica
T07564	smas	Candidatus Sulfurimonas marisnigri
T01370	sku	Sulfuricurvum kujiense
T02537	sulr	Candidatus Sulfuricurvum sp. RIFRC-1
T00026	cje	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819
T02302	cjb	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148
T00461	cjj	Campylobacter jejuni subsp. jejuni 81-176
T00597	cju	Campylobacter jejuni subsp. jejuni 81116
T01372	cjn	Campylobacter jejuni subsp. jejuni ICDCCJ07001
T01854	cji	Campylobacter jejuni subsp. jejuni IA3902
T01855	cjm	Campylobacter jejuni subsp. jejuni M1
T01856	cjs	Campylobacter jejuni subsp. jejuni S3
T02264	cjp	Campylobacter jejuni subsp. jejuni PT14
T02841	cjej	Campylobacter jejuni subsp. jejuni 00-2426
T02842	cjeu	Campylobacter jejuni subsp. jejuni 00-2538
T02843	cjen	Campylobacter jejuni subsp. jejuni 00-2544
T02844	cjei	Campylobacter jejuni subsp. jejuni 00-2425
T03187	cjer	Campylobacter jejuni subsp. jejuni R14
T03388	cjv	Campylobacter jejuni subsp. jejuni MTVDSCj20
T03744	cjy	Campylobacter jejuni subsp. jejuni YH001
T03745	cjq	Campylobacter jejuni subsp. jejuni 35925B2
T03791	cjl	Campylobacter jejuni subsp. jejuni 00-1597
T03792	cjw	Campylobacter jejuni subsp. jejuni 00-6200
T00227	cjr	Campylobacter jejuni RM1221
T00573	cjd	Campylobacter jejuni subsp. doylei 269.97
T02759	cjz	Campylobacter jejuni 32488
T02864	cjx	Campylobacter jejuni 4031
T00430	cff	Campylobacter fetus subsp. fetus 82-40
T03330	cft	Campylobacter fetus subsp. fetus 04/554
T03000	cfv	Campylobacter fetus subsp. venerealis cfvi03/293
T03351	cfx	Campylobacter fetus subsp. venerealis 97/608
T03740	cfz	Campylobacter fetus subsp. venerealis 84-112
T02899	camp	Campylobacter fetus subsp. testudinum 03-427
T03583	cfp	Campylobacter fetus subsp. testudinum pet-3
T00576	ccv	Campylobacter curvus
T00577	cha	Campylobacter hominis
T00593	cco	Campylobacter concisus 13826
T04635	ccoc	Campylobacter concisus ATCC 33237
T00858	cla	Campylobacter lari RM2100
T03550	clr	Campylobacter lari RM16701
T03556	clm	Campylobacter lari RM16712
T03551	clq	Campylobacter lari CCUG 22395
T03552	cln	Campylobacter lari NCTC 11845
T03557	cll	Campylobacter lari subsp. concheus LMG 11760
T02811	ccol	Campylobacter coli 76339
T02838	ccc	Campylobacter coli CVM N29710
T02895	ccq	Campylobacter coli 15-537360
T03164	ccf	Campylobacter coli RM1875
T03166	ccy	Campylobacter coli RM4661
T03167	ccoi	Campylobacter coli RM5611
T03870	ccof	Campylobacter coli FB1
T04527	ccoo	Campylobacter coli OR12
T03252	caj	Campylobacter iguaniorum
T03555	cis	Campylobacter insulaenigrae
T03558	cvo	Campylobacter volucris
T03559	cpel	Campylobacter peloridis
T03560	camr	Campylobacter sp. RM16704
T03571	csm	Campylobacter subantarcticus LMG 24374
T03572	csf	Campylobacter subantarcticus LMG 24377
T04020	cgra	Campylobacter gracilis
T04021	cure	Campylobacter ureolyticus
T04651	chyo	Campylobacter hyointestinalis
T04807	chv	Campylobacter helveticus
T04992	cspf	Campylobacter sputorum
T05033	cpin	Campylobacter pinnipediorum
T05046	ccun	Campylobacter cuniculorum
T05075	clx	Campylobacter lanienae
T05533	cavi	Campylobacter avium
T05589	chw	Campylobacter hepaticus
T05727	camz	Campylobacter sp. RM12175
T05900	camy	Campylobacter sp. RM6137
T06736	coj	Campylobacter ornithocola
T06758	cux	Campylobacter upsaliensis
T06768	crx	Campylobacter rectus
T06802	cgeo	Campylobacter geochelonis
T06820	cbla	Campylobacter blaseri
T06832	ccor	Campylobacter corcagiensis
T06909	carm	Campylobacter armoricus
T06923	cmuc	Campylobacter mucosalis
T07015	csho	Campylobacter showae
T07502	cinf	Candidatus Campylobacter infans
T07570	cnv	Campylobacter novaezeelandiae
T01126	sdl	Sulfurospirillum deleyianum
T02139	sba	Sulfurospirillum barnesii
T03049	smul	Sulfurospirillum multivorans
T04475	shal	Sulfurospirillum halorespirans
T04910	suls	Sulfurospirillum sp. SL2-1
T05109	sulj	Sulfurospirillum sp. JPD-1
T06548	sult	Sulfurospirillum sp. ACSTCE
T00600	abu	Aliarcobacter butzleri RM4018
T01823	abt	Aliarcobacter butzleri ED-1
T02755	abl	Aliarcobacter butzleri 7h1h
T05743	ask	Aliarcobacter skirrowii
T06356	atp	Aliarcobacter trophiarum
T06760	acib	Aliarcobacter cibarius
T06825	acre	Aliarcobacter cryaerophilus
T06854	alan	Aliarcobacter lanthieri
T06395	apoc	Arcobacter porcinus
T06664	afc	Aliarcobacter faecis
T07638	athr	Aliarcobacter thereius
T01235	ant	Arcobacter nitrofigilis
T06558	aell	Arcobacter ellisii
T06604	aaqi	Arcobacter aquimarinus
T06792	asui	Arcobacter suis
T06845	aclo	Arcobacter cloacae
T06858	avp	Arcobacter venerupis
T06891	adz	Arcobacter defluvii
T01834	arc	Arcobacter sp. L
T06605	paco	Arcobacter acticola
T06860	alk	Poseidonibacter lekithochrous
T04722	alp	Poseidonibacter parvus
T05822	ahs	Malaciobacter halophilus
T05895	amyt	Malaciobacter mytili
T06187	amar	Malaciobacter marinus
T06502	acaa	Malaciobacter canalis
T06655	amol	Malaciobacter molluscorum
T06712	apai	Malaciobacter pacificus
T06437	hbv	Halarcobacter bivalviorum
T06616	hebr	Halarcobacter ebronensis
T06853	aana	Halarcobacter anaerophilus
T05789	hyo	Hydrogenimonas sp. MAG
T01405	nsa	Nitratifractor salsuginis
T00572	sun	Sulfurovum sp. NBC37-1
T03877	slh	Sulfurovum lithotrophicum
T07193	sinu	Sulfurovum indicum
T00565	nis	Nitratiruptor sp. SB155-2
T00860	nam	Nautilia profundicola
T05986	nap	Nautilia sp. PV-1
T05985	cmed	Caminibacter mediatlanticus
T06023	cpaf	Caminibacter pacificus
T00155	gsu	Geobacter sulfurreducens PCA
T01940	gsk	Geobacter sulfurreducens KN400
T00295	gme	Geobacter metallireducens
T03568	gpi	Geobacter pickeringii
T04399	gao	Geobacter anodireducens
T07995	gbz	Geobacter benzoatilyticus
T00933	gem	Geobacter sp. M21
T01421	geb	Geobacter sp. M18
T07988	gef	Geobacter sp. FeAm09
T00521	gur	Geobacter uraniireducens
T00846	geo	Geobacter daltonii FRC-32
T00708	glo	Trichlorobacter lovleyi
T00749	gbm	Citrifermentans bemidjiense
T07006	gbn	Citrifermentans bremense
T03585	gsb	Geoalkalibacter subterraneus
T07282	ger	Geomonas oryzisoli
T07936	gsub	Geomonas subterranea
T07937	gnt	Geomonas nitrogeniifigens
T08160	gpl	Geomonas paludis
T00285	pca	Pelobacter carbinolicus
T04585	pace	Syntrophotalea acetylenica
T04594	pef	Syntrophotalea acetylenivorans
T00436	ppd	Pelobacter propionicus
T04049	des	Desulfuromonas soudanensis
T04368	deu	Desulfuromonas sp. DDH964
T07752	dve	Desulfuromonas versatilis
T08366	dep	Desulfuromonas sp. AOP6
T00171	dvu	Desulfovibrio vulgaris Hildenborough
T00452	dvl	Desulfovibrio vulgaris DP4
T00816	dvm	Desulfovibrio vulgaris Miyazaki F
T02064	dvg	Desulfovibrio vulgaris RCH1
T00837	dds	Desulfovibrio desulfuricans ATCC 27774
T04293	dfi	Desulfovibrio fairfieldensis
T04638	dpg	Desulfovibrio piger
T05183	def	Desulfovibrio sp. G11
T05578	dtr	Candidatus Desulfovibrio trichonymphae
T05829	dfl	Desulfovibrio ferrophilus
T06784	dsd	Desulfovibrio sulfodismutans
T00917	dma	Solidesulfovibrio magneticus
T06503	dcb	Solidesulfovibrio carbinolicus
T02851	dgg	Megalodesulfovibrio gigas
T00294	dde	Oleidesulfovibrio alaskensis
T06743	dms	Oceanidesulfovibrio marinus
T00969	dsa	Maridesulfovibrio salexigens
T02428	dhy	Desulfovibrio hydrothermalis
T01662	daf	Desulfocurvibacter africanus subsp. africanus
T01382	das	Pseudodesulfovibrio aespoeensis
T02481	dpi	Pseudodesulfovibrio piezophilus
T04404	dej	Pseudodesulfovibrio indicus
T05258	pprf	Pseudodesulfovibrio profundus
T06353	psel	Pseudodesulfovibrio cashew
T01709	ddn	Pseudodesulfovibrio mercurii
T08380	psef	Pseudodesulfovibrio sediminis
T00354	lip	Lawsonia intracellularis PHE/MN1-00
T02437	lir	Lawsonia intracellularis N343
T06821	dsx	Desulfolutivibrio sulfoxidireducens
T07819	pbiz	Paradesulfovibrio bizertensis
T00963	dba	Desulfomicrobium baculatum
T04289	doa	Desulfomicrobium orale
T00989	drt	Desulfohalobium retbaense
T00192	dps	Desulfotalea psychrophila
T02473	dsf	Desulfocapsa sulfexigens
T01244	dak	Desulfurivibrio alkaliphilus
T01413	dpr	Desulfobulbus propionicus
T05339	deo	Desulfobulbus oralis
T06967	dog	Desulfobulbus oligotrophicus
T07650	dbk	Desulfomarina profundi
T00610	dol	Desulfococcus oleovorans
T04568	dml	Desulfococcus multivorans
T00813	dal	Desulfatibacillum aliphaticivorans
T00861	dat	Desulforapulum autotrophicum
T02268	dto	Desulfobacula toluolica
T06286	dov	Desulfosarcina ovata subsp. sediminis
T06303	dwd	Desulfosarcina widdelii
T06544	dalk	Desulfosarcina alkanivorans
T07101	dli	Desulfonema limicola
T07102	dmm	Desulfonema magnum
T07859	dek	Desulfoluna sp. ASN36
T00326	ade	Anaeromyxobacter dehalogenans 2CP-C
T00833	acp	Anaeromyxobacter dehalogenans 2CP-1
T00559	afw	Anaeromyxobacter sp. Fw109-5
T00748	ank	Anaeromyxobacter sp. K
T00366	mxa	Myxococcus xanthus
T02436	msd	Myxococcus stipitatus
T04077	mym	Myxococcus hansupus
T06896	mfb	Myxococcus fulvus
T01780	ccx	Corallococcus coralloides
T01558	mfu	Corallococcus macrosporus HW-1
T05096	mmas	Corallococcus macrosporus DSM 14697
T01425	sur	Stigmatella aurantiaca
T03948	age	Archangium gephyra
T07137	avm	Archangium violaceum
T05066	mbd	Melittangium boletus
T05065	cfus	Cystobacter fuscus
T04035	vin	Vulgatibacter incomptus
T00634	scl	Sorangium cellulosum So ce56
T02718	scu	Sorangium cellulosum So0157-2
T04010	ccro	Chondromyces crocatus
T08107	pauu	Polyangium aurulentum
T03935	samy	Sandaracinus amylolyticus
T04033	llu	Labilithrix luteola
T04613	mrm	Minicystis rosea
T01103	hoh	Haliangium ochraceum
T00346	sat	Syntrophus aciditrophicus
T01454	dao	Desulfobacca acetoxidans
T02147	dti	Desulfomonile tiedjei
T00418	sfu	Syntrophobacter fumaroxidans
T05964	dax	Desulfoglaeba alkanexedens
T01284	dbr	Desulfarculus baarsii
T01456	hmr	Hippea maritima
T03007	dav	Desulfurella acetivorans
T05497	bsed	Bradymonas sediminis
T06769	pcay	Persicimonas caeni
T08125	bbae	Microvenator marinus
T07882	dhr	Dissulfurimicrobium hydrothermale
T00018	rpr	Rickettsia prowazekii Madrid E
T01788	rpo	Rickettsia prowazekii BuV67-CWPP
T01789	rpw	Rickettsia prowazekii Chernikova
T01790	rpz	Rickettsia prowazekii Dachau
T01791	rpg	Rickettsia prowazekii GvV257
T01792	rps	Rickettsia prowazekii Katsinyian
T01793	rpv	Rickettsia prowazekii RpGvF24
T01977	rpq	Rickettsia prowazekii Rp22
T02543	rpl	Rickettsia prowazekii Breinl
T02544	rpn	Rickettsia prowazekii NMRC Madrid E
T00193	rty	Rickettsia typhi Wilmington
T01802	rtt	Rickettsia typhi TH1527
T01810	rtb	Rickettsia typhi B9991CWPP
T00603	rcm	Rickettsia canadensis McKiel
T01736	rcc	Rickettsia canadensis CA410
T00339	rbe	Rickettsia bellii RML369-C
T00602	rbo	Rickettsia bellii OSU 85-389
T00061	rco	Rickettsia conorii
T01587	rhe	Rickettsia conorii subsp. heilongjiangensis
T00252	rfe	Rickettsia felis
T00601	rak	Rickettsia akari
T00604	rri	Rickettsia rickettsii Sheila Smith
T00643	rrj	Rickettsia rickettsii Iowa
T01721	rra	Rickettsia rickettsii Arizona
T01722	rrc	Rickettsia rickettsii Colombia
T01723	rrh	Rickettsia rickettsii Hauke
T01737	rrb	Rickettsia rickettsii Brazil
T01738	rrn	Rickettsia rickettsii Hino
T01739	rrp	Rickettsia rickettsii Hlp#2
T03662	rrm	Rickettsia rickettsii Morgan
T03663	rrr	Rickettsia rickettsii R
T00605	rms	Rickettsia massiliae MTU5
T01758	rmi	Rickettsia massiliae AZT80
T00907	rpk	Rickettsia peacockii
T00979	raf	Rickettsia africae
T01637	rja	Rickettsia japonica
T01671	rsv	Rickettsia slovaca 13-B
T01801	rsw	Rickettsia slovaca D-CWPP
T01759	rph	Rickettsia philipii
T01783	rau	Rickettsia australis
T01784	rmo	Rickettsia montanensis
T01785	rpp	Rickettsia parkeri
T01786	rre	Rickettsia rhipicephali
T01787	ram	Rickettsia amblyommatis GAT-30V
T04237	rab	Rickettsia amblyommatis Ac37
T03824	rmc	Rickettsia monacensis
T06307	ras	Rickettsia asiatica
T07505	rtl	Rickettsia tillamookensis
T05695	ric	Rickettsia sp. MEAM1 (Bemisia tabaci)
T00531	ots	Orientia tsutsugamushi Boryong
T00705	ott	Orientia tsutsugamushi Ikeda
T05372	ptc	Candidatus Phycorickettsia trachydisci
T07589	menm	Candidatus Megaira endosymbiont of Mesostigma viride
T00160	wol	Wolbachia endosymbiont of Drosophila melanogaster
T00866	wri	Wolbachia sp. wRi
T02640	wen	Wolbachia endosymbiont of Drosophila simulans wHa
T02641	wed	Wolbachia endosymbiont of Drosophila simulans wNo
T00719	wpi	Wolbachia endosymbiont of Culex quinquefasciatus Pel
T00234	wbm	Wolbachia endosymbiont strain TRS of Brugia malayi
T02212	woo	Wolbachia endosymbiont of Onchocerca ochengi
T03628	wcl	Wolbachia endosymbiont of Cimex lectularius
T05726	weo	Wolbachia endosymbiont of Folsomia candida
T05842	wpp	Wolbachia pipientis
T07583	wec	Wolbachia endosymbiont of Carposina sasakii
T07604	wdm	Wolbachia endosymbiont of Drosophila mauritiana
T07614	web	Wolbachia endosymbiont of Brugia pahangi
T07615	wes	Wolbachia endosymbiont of Spodoptera picta
T07636	wea	Wolbachia endosymbiont of Drosophila ananassae
T07637	wem	Wolbachia endosymbiont of Chrysomya megacephala
T07657	wey	Wolbachia endosymbiont of Drosophila yakuba
T07654	wel	Wolbachia endosymbiont of Litomosoides sigmodontis
T07667	wet	Wolbachia endosymbiont of Cruorifilaria tuberocauda
T07687	wew	Wolbachia endosymbiont of Wiebesia pumilae
T07690	wer	Wolbachia endosymbiont of Drosophila santomea
T07699	wef	Wolbachia endosymbiont of Dirofilaria (Dirofilaria) immitis
T07801	wep	Wolbachia endosymbiont of Anopheles demeilloni
T07825	weh	Wolbachia endosymbiont of Drosophila innubila
T07919	wee	Wolbachia endosymbiont of Corcyra cephalonica
T08054	weg	Wolbachia endosymbiont of Aedes aegypti
T08165	weu	Wolbachia endosymbiont of Dipetalonema caudispina
T08243	wej	Wolbachia endosymbiont of Delia radicum
T00216	ama	Anaplasma marginale St. Maries
T00855	amf	Anaplasma marginale Florida
T02898	amw	Anaplasma marginale Dawn
T02900	amp	Anaplasma marginale Gypsy Plains
T01133	acn	Anaplasma centrale
T00327	aph	Anaplasma phagocytophilum HZ
T02753	apy	Anaplasma phagocytophilum HZ2
T02752	apd	Anaplasma phagocytophilum Dog2
T02754	apha	Anaplasma phagocytophilum JM
T05659	aoh	Anaplasma ovis
T00224	eru	Ehrlichia ruminantium Welgevonden (South Africa)
T00233	erw	Ehrlichia ruminantium Welgevonden (France)
T00232	erg	Ehrlichia ruminantium Gardel
T00270	ecn	Ehrlichia canis
T00328	ech	Ehrlichia chaffeensis Arkansas
T03085	echa	Ehrlichia chaffeensis Heartland
T03189	echj	Ehrlichia chaffeensis Jax
T03190	echl	Ehrlichia chaffeensis Liberty
T03191	echs	Ehrlichia chaffeensis Osceola
T03348	echv	Ehrlichia chaffeensis Saint Vincent
T03364	echw	Ehrlichia chaffeensis Wakulla
T03365	echp	Ehrlichia chaffeensis West Paces
T02967	emr	Ehrlichia muris
T03078	ehh	Ehrlichia sp. HF
T00329	nse	Neorickettsia sennetsu
T00951	nri	Neorickettsia risticii
T03076	nhm	Neorickettsia helminthoeca
T06378	nef	Neorickettsia findlayensis
T08305	nmik	Neoehrlichia mikurensis
T01561	mmn	Candidatus Midichloria mitochondrii
T05415	fso	Candidatus Fokinia solitaria
T03234	rbt	Rickettsiales bacterium Ac37b
T05750	ren	Rickettsiales endosymbiont of Stachyamoeba lipophora
T03232	paca	Candidatus Paracaedibacter acanthamoebae
T03240	caq	Candidatus Paracaedimonas acanthamoebae
T04833	naf	Candidatus Nucleicultrix amoebiphila
T07728	gagg	Candidatus Gromoviella agglomerans
T07863	hec	Candidatus Hydrogenosomobacter endosymbioticus
